"","day","food_ca","avg_price_food_ca","food_wi","avg_price_food_wi","food_tx","avg_price_food_tx","hobby_ca","avg_price_hobby_ca","hobby_wi","avg_price_hobby_wi","hobby_tx","avg_price_hobby_tx","house_ca","avg_price_house_ca","house_wi","avg_price_house_wi","house_tx","avg_price_house_tx","date","wm_yr_wk","weekday","wday","month","year","event_name_1","event_type_1","event_name_2","event_type_2","snap_CA","snap_TX","snap_WI"
"573","d_1513",11484,3.28758843036109,7830,3.37435107376284,6958,3.29796538821328,2051,5.59238328145843,1258,5.59703374777975,927,5.52004733727811,5184,5.4515845410628,3178,5.43363313990974,3112,5.44023450048185,"2015-03-21",11508,"Saturday",1,3,2015,NA,NA,NA,NA,0,0,0
"574","d_1514",12402,3.28758843036109,7499,3.37435107376284,7923,3.29796538821328,1967,5.59238328145843,942,5.59703374777975,1422,5.52004733727811,5605,5.4515845410628,2770,5.43363313990974,3484,5.44023450048185,"2015-03-22",11508,"Sunday",2,3,2015,NA,NA,NA,NA,0,0,0
"575","d_1515",8990,3.28758843036109,5810,3.37435107376284,6200,3.29796538821328,1523,5.59238328145843,740,5.59703374777975,986,5.52004733727811,3826,5.4515845410628,1758,5.43363313990974,2505,5.44023450048185,"2015-03-23",11508,"Monday",3,3,2015,NA,NA,NA,NA,0,0,0
"576","d_1516",7573,3.28758843036109,5605,3.37435107376284,3829,3.29796538821328,1639,5.59238328145843,771,5.59703374777975,604,5.52004733727811,3292,5.4515845410628,1890,5.43363313990974,1638,5.44023450048185,"2015-03-24",11508,"Tuesday",4,3,2015,NA,NA,NA,NA,0,0,0
"577","d_1517",7844,3.28758843036109,5213,3.37435107376284,7329,3.29796538821328,1519,5.59238328145843,782,5.59703374777975,1041,5.52004733727811,3380,5.4515845410628,1795,5.43363313990974,3092,5.44023450048185,"2015-03-25",11508,"Wednesday",5,3,2015,NA,NA,NA,NA,0,0,0
"578","d_1518",8253,3.28758843036109,5590,3.37435107376284,5151,3.29796538821328,1504,5.59238328145843,753,5.59703374777975,921,5.52004733727811,3299,5.4515845410628,2015,5.43363313990974,2416,5.44023450048185,"2015-03-26",11508,"Thursday",6,3,2015,NA,NA,NA,NA,0,0,0
"579","d_1519",8807,3.28758843036109,6234,3.37435107376284,5578,3.29796538821328,1701,5.59238328145843,1023,5.59703374777975,1006,5.52004733727811,3469,5.4515845410628,2232,5.43363313990974,2485,5.44023450048185,"2015-03-27",11508,"Friday",7,3,2015,NA,NA,NA,NA,0,0,0
"580","d_152",5866,3.11005210142411,3140,3.00894444444444,4559,3.0987563237774,1245,4.72399621212121,630,4.70869976359338,647,4.66115246098439,1845,5.54960129809921,1042,5.60936498150432,956,5.54583787053842,"2011-06-29",11122,"Wednesday",5,6,2011,NA,NA,NA,NA,0,0,0
"581","d_1520",10973,3.28194480220791,7812,3.37232672112019,7196,3.29621697451485,2004,5.59115896980462,1328,5.59590882178804,1343,5.52284447072738,4778,5.45316208393632,2981,5.44681262073406,3116,5.44750802825947,"2015-03-28",11509,"Saturday",1,3,2015,NA,NA,NA,NA,0,0,0
"582","d_1521",12329,3.28194480220791,7224,3.37232672112019,7947,3.29621697451485,2062,5.59115896980462,929,5.59590882178804,1223,5.52284447072738,4837,5.45316208393632,2711,5.44681262073406,3321,5.44750802825947,"2015-03-29",11509,"Sunday",2,3,2015,NA,NA,NA,NA,0,0,0
"583","d_1522",9138,3.28194480220791,5131,3.37232672112019,6095,3.29621697451485,1684,5.59115896980462,736,5.59590882178804,1015,5.52284447072738,3679,5.45316208393632,1941,5.44681262073406,2480,5.44750802825947,"2015-03-30",11509,"Monday",3,3,2015,NA,NA,NA,NA,0,0,0
"584","d_1523",8781,3.28194480220791,5158,3.37232672112019,5717,3.29621697451485,1487,5.59115896980462,796,5.59590882178804,973,5.52284447072738,3502,5.45316208393632,1996,5.44681262073406,2546,5.44750802825947,"2015-03-31",11509,"Tuesday",4,3,2015,NA,NA,NA,NA,0,0,0
"585","d_1524",9187,3.28194480220791,5810,3.37232672112019,7080,3.29621697451485,2047,5.59115896980462,906,5.59590882178804,894,5.52284447072738,3727,5.45316208393632,2677,5.44681262073406,2732,5.44750802825947,"2015-04-01",11509,"Wednesday",5,4,2015,NA,NA,NA,NA,1,1,0
"586","d_1525",9248,3.28194480220791,7093,3.37232672112019,6011,3.29621697451485,1747,5.59115896980462,797,5.59590882178804,841,5.52284447072738,3595,5.45316208393632,2147,5.44681262073406,2338,5.44750802825947,"2015-04-02",11509,"Thursday",6,4,2015,NA,NA,NA,NA,1,0,1
"587","d_1526",11322,3.28194480220791,9486,3.37232672112019,8517,3.29621697451485,2012,5.59115896980462,1188,5.59590882178804,1184,5.52284447072738,4202,5.45316208393632,3053,5.44681262073406,3144,5.44750802825947,"2015-04-03",11509,"Friday",7,4,2015,NA,NA,NA,NA,1,1,1
"588","d_1527",14136,3.27783232211804,9292,3.36818245450303,8613,3.29098877980365,2166,5.58805062166963,1414,5.5949378330373,1220,5.52596096984033,5199,5.46762179025678,2992,5.45377763537328,3387,5.455696,"2015-04-04",11510,"Saturday",1,4,2015,NA,NA,NA,NA,1,0,0
"589","d_1528",11390,3.27783232211804,7714,3.36818245450303,8531,3.29098877980365,1808,5.58805062166963,784,5.5949378330373,1087,5.52596096984033,5228,5.46762179025678,1923,5.45377763537328,3171,5.455696,"2015-04-05",11510,"Sunday",2,4,2015,"Easter","Cultural",NA,NA,1,1,1
"590","d_1529",9047,3.27783232211804,7589,3.36818245450303,6942,3.29098877980365,2006,5.58805062166963,785,5.5949378330373,1025,5.52596096984033,3946,5.46762179025678,2086,5.45377763537328,2789,5.455696,"2015-04-06",11510,"Monday",3,4,2015,NA,NA,NA,NA,1,1,1
"591","d_153",6638,3.11005210142411,3412,3.00894444444444,4681,3.0987563237774,1311,4.72399621212121,677,4.70869976359338,582,4.66115246098439,1873,5.54960129809921,1187,5.60936498150432,1090,5.54583787053842,"2011-06-30",11122,"Thursday",6,6,2011,NA,NA,NA,NA,0,0,0
"592","d_1530",8766,3.27783232211804,6618,3.36818245450303,6682,3.29098877980365,1932,5.58805062166963,712,5.5949378330373,1120,5.52596096984033,3525,5.46762179025678,1943,5.45377763537328,2613,5.455696,"2015-04-07",11510,"Tuesday",4,4,2015,NA,NA,NA,NA,1,1,0
"593","d_1531",8892,3.27783232211804,7465,3.36818245450303,6056,3.29098877980365,1676,5.58805062166963,881,5.5949378330373,977,5.52596096984033,3569,5.46762179025678,2088,5.45377763537328,2545,5.455696,"2015-04-08",11510,"Wednesday",5,4,2015,NA,NA,NA,NA,1,0,1
"594","d_1532",8468,3.27783232211804,7546,3.36818245450303,6842,3.29098877980365,1567,5.58805062166963,706,5.5949378330373,1035,5.52596096984033,3507,5.46762179025678,2082,5.45377763537328,2684,5.455696,"2015-04-09",11510,"Thursday",6,4,2015,NA,NA,NA,NA,1,1,1
"595","d_1533",9836,3.27783232211804,7353,3.36818245450303,6152,3.29098877980365,1871,5.58805062166963,1008,5.5949378330373,1068,5.52596096984033,3866,5.46762179025678,2804,5.45377763537328,2895,5.455696,"2015-04-10",11510,"Friday",7,4,2015,NA,NA,NA,NA,1,0,0
"596","d_1534",11400,3.28328001470859,9375,3.36662234662934,7965,3.29761103319308,2087,5.58698624056813,1219,5.59896980461812,1216,5.5266883500887,4889,5.46604366602687,3327,5.46280409731114,3794,5.46179724976015,"2015-04-11",11511,"Saturday",1,4,2015,"Pesach End","Religious",NA,NA,0,1,1
"597","d_1535",12320,3.28328001470859,9950,3.36662234662934,8907,3.29761103319308,2026,5.58698624056813,925,5.59896980461812,1205,5.5266883500887,5290,5.46604366602687,2845,5.46280409731114,3712,5.46179724976015,"2015-04-12",11511,"Sunday",2,4,2015,"OrthodoxEaster","Religious",NA,NA,0,1,1
"598","d_1536",8476,3.28328001470859,6803,3.36662234662934,7548,3.29761103319308,1461,5.58698624056813,727,5.59896980461812,1003,5.5266883500887,3411,5.46604366602687,2151,5.46280409731114,2914,5.46179724976015,"2015-04-13",11511,"Monday",3,4,2015,NA,NA,NA,NA,0,1,0
"599","d_1537",8268,3.28328001470859,8326,3.36662234662934,5874,3.29761103319308,1742,5.58698624056813,751,5.59896980461812,837,5.5266883500887,3421,5.46604366602687,1968,5.46280409731114,2410,5.46179724976015,"2015-04-14",11511,"Tuesday",4,4,2015,NA,NA,NA,NA,0,0,1
"600","d_1538",8280,3.28328001470859,8151,3.36662234662934,6688,3.29761103319308,1527,5.58698624056813,868,5.59896980461812,1091,5.5266883500887,3273,5.46604366602687,2205,5.46280409731114,2607,5.46179724976015,"2015-04-15",11511,"Wednesday",5,4,2015,NA,NA,NA,NA,0,1,1
"601","d_1539",8512,3.28328001470859,6444,3.36662234662934,5852,3.29761103319308,1661,5.58698624056813,668,5.59896980461812,662,5.5266883500887,3337,5.46604366602687,2007,5.46280409731114,2288,5.46179724976015,"2015-04-16",11511,"Thursday",6,4,2015,NA,NA,NA,NA,0,0,0
"602","d_154",9316,3.11005210142411,5152,3.00894444444444,6929,3.0987563237774,1639,4.72399621212121,1066,4.70869976359338,1052,4.66115246098439,2500,5.54960129809921,1768,5.60936498150432,1611,5.54583787053842,"2011-07-01",11122,"Friday",7,7,2011,NA,NA,NA,NA,1,1,0
"603","d_1540",9316,3.28328001470859,6572,3.36662234662934,5936,3.29761103319308,1378,5.58698624056813,659,5.59896980461812,836,5.5266883500887,3575,5.46604366602687,2350,5.46280409731114,2437,5.46179724976015,"2015-04-17",11511,"Friday",7,4,2015,NA,NA,NA,NA,0,0,0
"604","d_1541",10688,3.28482080499908,8049,3.36773426573427,8045,3.294597942964,1932,5.60051930758988,1208,5.60193968066233,1245,5.53952690715553,4618,5.46917466410749,2975,5.46867797695263,3756,5.45393987847777,"2015-04-18",11512,"Saturday",1,4,2015,NA,NA,NA,NA,0,0,0
"605","d_1542",12083,3.28482080499908,8444,3.36773426573427,7887,3.294597942964,2077,5.60051930758988,1058,5.60193968066233,1229,5.53952690715553,5357,5.46917466410749,2765,5.46867797695263,3459,5.45393987847777,"2015-04-19",11512,"Sunday",2,4,2015,NA,NA,NA,NA,0,0,0
"606","d_1543",8579,3.28482080499908,5826,3.36773426573427,6560,3.294597942964,1568,5.60051930758988,775,5.60193968066233,922,5.53952690715553,4055,5.46917466410749,2091,5.46867797695263,2742,5.45393987847777,"2015-04-20",11512,"Monday",3,4,2015,NA,NA,NA,NA,0,0,0
"607","d_1544",7953,3.28482080499908,5670,3.36773426573427,5616,3.294597942964,1723,5.60051930758988,753,5.60193968066233,841,5.53952690715553,3491,5.46917466410749,1758,5.46867797695263,2422,5.45393987847777,"2015-04-21",11512,"Tuesday",4,4,2015,NA,NA,NA,NA,0,0,0
"608","d_1545",8047,3.28482080499908,5628,3.36773426573427,5598,3.294597942964,1718,5.60051930758988,823,5.60193968066233,954,5.53952690715553,3334,5.46917466410749,1906,5.46867797695263,2374,5.45393987847777,"2015-04-22",11512,"Wednesday",5,4,2015,NA,NA,NA,NA,0,0,0
"609","d_1546",8552,3.28482080499908,5355,3.36773426573427,5474,3.294597942964,1619,5.60051930758988,810,5.60193968066233,912,5.53952690715553,3498,5.46917466410749,2023,5.46867797695263,2415,5.45393987847777,"2015-04-23",11512,"Thursday",6,4,2015,NA,NA,NA,NA,0,0,0
"610","d_1547",9146,3.28482080499908,6495,3.36773426573427,6289,3.294597942964,1927,5.60051930758988,1027,5.60193968066233,1061,5.53952690715553,3760,5.46917466410749,2307,5.46867797695263,2411,5.45393987847777,"2015-04-24",11512,"Friday",7,4,2015,NA,NA,NA,NA,0,0,0
"611","d_1548",11782,3.28556964351341,8268,3.36841958041958,7498,3.29229025473241,2065,5.6001685891748,1214,5.60295683027794,1240,5.53132309509746,5224,5.46644929273555,2996,5.46082187400064,3311,5.45705882352941,"2015-04-25",11513,"Saturday",1,4,2015,NA,NA,NA,NA,0,0,0
"612","d_1549",12069,3.28556964351341,8044,3.36841958041958,8030,3.29229025473241,2293,5.6001685891748,971,5.60295683027794,1199,5.53132309509746,5064,5.46644929273555,2578,5.46082187400064,3158,5.45705882352941,"2015-04-26",11513,"Sunday",2,4,2015,NA,NA,NA,NA,0,0,0
"613","d_155",10258,3.11124783362218,6015,3.01536544850498,7114,3.10018059638807,1920,4.71268109125118,921,4.70231404958678,840,4.64562724014337,2810,5.5531146025878,1518,5.60411764705882,1605,5.5520132610006,"2011-07-02",11123,"Saturday",1,7,2011,NA,NA,NA,NA,1,0,1
"614","d_1550",9521,3.28556964351341,6266,3.36841958041958,6322,3.29229025473241,1745,5.6001685891748,712,5.60295683027794,955,5.53132309509746,3507,5.46644929273555,1820,5.46082187400064,2596,5.45705882352941,"2015-04-27",11513,"Monday",3,4,2015,NA,NA,NA,NA,0,0,0
"615","d_1551",8240,3.28556964351341,5478,3.36841958041958,5658,3.29229025473241,1462,5.6001685891748,746,5.60295683027794,890,5.53132309509746,3342,5.46644929273555,1677,5.46082187400064,2257,5.45705882352941,"2015-04-28",11513,"Tuesday",4,4,2015,NA,NA,NA,NA,0,0,0
"616","d_1552",7884,3.28556964351341,5236,3.36841958041958,5320,3.29229025473241,1658,5.6001685891748,668,5.60295683027794,1040,5.53132309509746,2967,5.46644929273555,1675,5.46082187400064,2219,5.45705882352941,"2015-04-29",11513,"Wednesday",5,4,2015,NA,NA,NA,NA,0,0,0
"617","d_1553",8380,3.28556964351341,5883,3.36841958041958,5791,3.29229025473241,1569,5.6001685891748,815,5.60295683027794,934,5.53132309509746,3036,5.46644929273555,1903,5.46082187400064,2242,5.45705882352941,"2015-04-30",11513,"Thursday",6,4,2015,NA,NA,NA,NA,0,0,0
"618","d_1554",11139,3.28556964351341,7282,3.36841958041958,7771,3.29229025473241,2034,5.6001685891748,1007,5.60295683027794,1273,5.53132309509746,3995,5.46644929273555,3281,5.46082187400064,3194,5.45705882352941,"2015-05-01",11513,"Friday",7,5,2015,NA,NA,NA,NA,1,1,0
"619","d_1555",12667,3.28458853783982,10138,3.36904473438956,8610,3.29689647113812,2146,5.60187666370896,1039,5.60266548463357,1127,5.53029533372711,4684,5.46384855020369,3126,5.46249600511346,3515,5.45201406649616,"2015-05-02",11514,"Saturday",1,5,2015,NA,NA,NA,NA,1,0,1
"620","d_1556",13024,3.28458853783982,10959,3.36904473438956,9027,3.29689647113812,1950,5.60187666370896,1060,5.60266548463357,1305,5.53029533372711,5420,5.46384855020369,2830,5.46249600511346,3527,5.45201406649616,"2015-05-03",11514,"Sunday",2,5,2015,NA,NA,NA,NA,1,1,1
"621","d_1557",10846,3.28458853783982,7394,3.36904473438956,6531,3.29689647113812,1984,5.60187666370896,911,5.60266548463357,1032,5.53029533372711,4201,5.46384855020369,2457,5.46249600511346,2813,5.45201406649616,"2015-05-04",11514,"Monday",3,5,2015,NA,NA,NA,NA,1,0,0
"622","d_1558",9519,3.28458853783982,7928,3.36904473438956,6500,3.29689647113812,1698,5.60187666370896,753,5.60266548463357,866,5.53029533372711,3392,5.46384855020369,2035,5.46249600511346,2398,5.45201406649616,"2015-05-05",11514,"Tuesday",4,5,2015,"Cinco De Mayo","Cultural",NA,NA,1,1,1
"623","d_1559",8907,3.28458853783982,8121,3.36904473438956,6741,3.29689647113812,1858,5.60187666370896,778,5.60266548463357,990,5.53029533372711,3627,5.46384855020369,1939,5.46249600511346,2335,5.45201406649616,"2015-05-06",11514,"Wednesday",5,5,2015,NA,NA,NA,NA,1,1,1
"624","d_156",9612,3.11124783362218,4854,3.01536544850498,7111,3.10018059638807,1422,4.71268109125118,581,4.70231404958678,731,4.64562724014337,2468,5.5531146025878,1042,5.60411764705882,1352,5.5520132610006,"2011-07-03",11123,"Sunday",2,7,2011,NA,NA,NA,NA,1,1,1
"625","d_1560",8819,3.28458853783982,6322,3.36904473438956,7080,3.29689647113812,1583,5.60187666370896,775,5.60266548463357,1092,5.53029533372711,3288,5.46384855020369,1872,5.46249600511346,2490,5.45201406649616,"2015-05-07",11514,"Thursday",6,5,2015,NA,NA,NA,NA,1,1,0
"626","d_1561",9752,3.28458853783982,8534,3.36904473438956,6109,3.29689647113812,2066,5.60187666370896,984,5.60266548463357,1178,5.53029533372711,3756,5.46384855020369,2380,5.46249600511346,2665,5.45201406649616,"2015-05-08",11514,"Friday",7,5,2015,NA,NA,NA,NA,1,0,1
"627","d_1562",12306,3.28611600587372,10507,3.3705542617606,8684,3.30339785447761,2066,5.60089618456078,1130,5.60227541371158,1312,5.5267119244392,4754,5.46440584571155,3270,5.46215335463259,3240,5.45533887468031,"2015-05-09",11515,"Saturday",1,5,2015,NA,NA,NA,NA,1,1,1
"628","d_1563",10616,3.28611600587372,7212,3.3705542617606,7566,3.30339785447761,1800,5.60089618456078,835,5.60227541371158,1127,5.5267119244392,4107,5.46440584571155,2093,5.46215335463259,2674,5.45533887468031,"2015-05-10",11515,"Sunday",2,5,2015,"Mother's day","Cultural",NA,NA,1,0,0
"629","d_1564",9825,3.28611600587372,7604,3.3705542617606,7229,3.30339785447761,1876,5.60089618456078,742,5.60227541371158,1089,5.5267119244392,3826,5.46440584571155,2038,5.46215335463259,2963,5.45533887468031,"2015-05-11",11515,"Monday",3,5,2015,NA,NA,NA,NA,0,1,1
"630","d_1565",8596,3.28611600587372,8423,3.3705542617606,6634,3.30339785447761,1778,5.60089618456078,735,5.60227541371158,879,5.5267119244392,3485,5.46440584571155,1904,5.46215335463259,2599,5.45533887468031,"2015-05-12",11515,"Tuesday",4,5,2015,NA,NA,NA,NA,0,1,1
"631","d_1566",8673,3.28611600587372,6484,3.3705542617606,6875,3.30339785447761,1695,5.60089618456078,739,5.60227541371158,1040,5.5267119244392,3571,5.46440584571155,1956,5.46215335463259,2652,5.45533887468031,"2015-05-13",11515,"Wednesday",5,5,2015,NA,NA,NA,NA,0,1,0
"632","d_1567",7704,3.28611600587372,7261,3.3705542617606,6125,3.30339785447761,1457,5.60089618456078,778,5.60227541371158,935,5.5267119244392,3165,5.46440584571155,2110,5.46215335463259,2519,5.45533887468031,"2015-05-14",11515,"Thursday",6,5,2015,NA,NA,NA,NA,0,0,1
"633","d_1568",9361,3.28611600587372,8077,3.3705542617606,6945,3.30339785447761,1834,5.60089618456078,917,5.60227541371158,1081,5.5267119244392,4060,5.46440584571155,2556,5.46215335463259,2933,5.45533887468031,"2015-05-15",11515,"Friday",7,5,2015,NA,NA,NA,NA,0,1,1
"634","d_1569",11016,3.28631926605505,8348,3.37208896134141,8143,3.30335276288179,2231,5.60058118899734,979,5.60238770685579,1323,5.52540731995277,5269,5.46386107784431,3020,5.4654696485623,4007,5.45884910485934,"2015-05-16",11516,"Saturday",1,5,2015,NA,NA,NA,NA,0,0,0
"635","d_157",7554,3.11124783362218,3295,3.01536544850498,5976,3.10018059638807,1082,4.71268109125118,401,4.70231404958678,825,4.64562724014337,1947,5.5531146025878,771,5.60411764705882,1182,5.5520132610006,"2011-07-04",11123,"Monday",3,7,2011,"IndependenceDay","National",NA,NA,1,0,0
"636","d_1570",11506,3.28631926605505,8689,3.37208896134141,7873,3.30335276288179,1959,5.60058118899734,1020,5.60238770685579,1474,5.52540731995277,5429,5.46386107784431,2883,5.4654696485623,3660,5.45884910485934,"2015-05-17",11516,"Sunday",2,5,2015,NA,NA,NA,NA,0,0,0
"637","d_1571",8983,3.28631926605505,6402,3.37208896134141,6530,3.30335276288179,1631,5.60058118899734,792,5.60238770685579,1030,5.52540731995277,3929,5.46386107784431,2175,5.4654696485623,2824,5.45884910485934,"2015-05-18",11516,"Monday",3,5,2015,NA,NA,NA,NA,0,0,0
"638","d_1572",7967,3.28631926605505,5858,3.37208896134141,5610,3.30335276288179,1686,5.60058118899734,826,5.60238770685579,951,5.52540731995277,3362,5.46386107784431,1864,5.4654696485623,2547,5.45884910485934,"2015-05-19",11516,"Tuesday",4,5,2015,NA,NA,NA,NA,0,0,0
"639","d_1573",7875,3.28631926605505,5846,3.37208896134141,5793,3.30335276288179,1738,5.60058118899734,808,5.60238770685579,992,5.52540731995277,3328,5.46386107784431,2135,5.4654696485623,2643,5.45884910485934,"2015-05-20",11516,"Wednesday",5,5,2015,NA,NA,NA,NA,0,0,0
"640","d_1574",8199,3.28631926605505,5714,3.37208896134141,5487,3.30335276288179,1811,5.60058118899734,734,5.60238770685579,897,5.52540731995277,3331,5.46386107784431,1977,5.4654696485623,2451,5.45884910485934,"2015-05-21",11516,"Thursday",6,5,2015,NA,NA,NA,NA,0,0,0
"641","d_1575",10023,3.28631926605505,6563,3.37208896134141,6248,3.30335276288179,2030,5.60058118899734,1003,5.60238770685579,1144,5.52540731995277,3851,5.46386107784431,2491,5.4654696485623,2914,5.45884910485934,"2015-05-22",11516,"Friday",7,5,2015,NA,NA,NA,NA,0,0,0
"642","d_1576",10182,3.29688598063822,6894,3.37109687936656,7211,3.30553846153846,2249,5.60185004436557,1104,5.60089243498818,1490,5.52521841794569,4766,5.46431616766467,2624,5.46280332056194,3455,5.45154362416107,"2015-05-23",11517,"Saturday",1,5,2015,NA,NA,NA,NA,0,0,0
"643","d_1577",10184,3.29688598063822,6306,3.37109687936656,6655,3.30553846153846,1885,5.60185004436557,783,5.60089243498818,1284,5.52521841794569,4681,5.46431616766467,2525,5.46280332056194,3123,5.45154362416107,"2015-05-24",11517,"Sunday",2,5,2015,NA,NA,NA,NA,0,0,0
"644","d_1578",10710,3.29688598063822,6546,3.37109687936656,6782,3.30553846153846,1968,5.60185004436557,857,5.60089243498818,1001,5.52521841794569,4964,5.46431616766467,2220,5.46280332056194,2769,5.45154362416107,"2015-05-25",11517,"Monday",3,5,2015,"MemorialDay","National",NA,NA,0,0,0
"645","d_1579",8215,3.29688598063822,5295,3.37109687936656,5575,3.30553846153846,2057,5.60185004436557,784,5.60089243498818,899,5.52521841794569,3691,5.46431616766467,1950,5.46280332056194,2413,5.45154362416107,"2015-05-26",11517,"Tuesday",4,5,2015,NA,NA,NA,NA,0,0,0
"646","d_158",8475,3.11124783362218,4416,3.01536544850498,6494,3.10018059638807,1294,4.71268109125118,649,4.70231404958678,717,4.64562724014337,2147,5.5531146025878,1184,5.60411764705882,1220,5.5520132610006,"2011-07-05",11123,"Tuesday",4,7,2011,NA,NA,NA,NA,1,1,1
"647","d_1580",7864,3.29688598063822,5215,3.37109687936656,5776,3.30553846153846,1677,5.60185004436557,761,5.60089243498818,902,5.52521841794569,3433,5.46431616766467,1959,5.46280332056194,2510,5.45154362416107,"2015-05-27",11517,"Wednesday",5,5,2015,NA,NA,NA,NA,0,0,0
"648","d_1581",7919,3.29688598063822,5231,3.37109687936656,5757,3.30553846153846,1580,5.60185004436557,819,5.60089243498818,923,5.52521841794569,3477,5.46431616766467,2037,5.46280332056194,2473,5.45154362416107,"2015-05-28",11517,"Thursday",6,5,2015,NA,NA,NA,NA,0,0,0
"649","d_1582",8405,3.29688598063822,5935,3.37109687936656,5766,3.30553846153846,1855,5.60185004436557,914,5.60089243498818,1046,5.52521841794569,3732,5.46431616766467,2551,5.46280332056194,2721,5.45154362416107,"2015-05-29",11517,"Friday",7,5,2015,NA,NA,NA,NA,0,0,0
"650","d_1583",11209,3.30894401133948,7593,3.37333488588728,6302,3.30675600093218,2083,5.60147737355812,1232,5.59541371158392,1001,5.52525974025974,5131,5.46324071856287,3390,5.46367496807152,2997,5.44568370607029,"2015-05-30",11518,"Saturday",1,5,2015,NA,NA,NA,NA,0,0,0
"651","d_1584",11878,3.30894401133948,7236,3.37333488588728,7663,3.30675600093218,2126,5.60147737355812,978,5.59541371158392,1342,5.52525974025974,5730,5.46324071856287,2961,5.46367496807152,3549,5.44568370607029,"2015-05-31",11518,"Sunday",2,5,2015,NA,NA,NA,NA,0,0,0
"652","d_1585",10276,3.30894401133948,6134,3.37333488588728,7466,3.30675600093218,2037,5.60147737355812,1039,5.59541371158392,1109,5.52525974025974,4381,5.46324071856287,3206,5.46367496807152,3006,5.44568370607029,"2015-06-01",11518,"Monday",3,6,2015,NA,NA,NA,NA,1,1,0
"653","d_1586",11176,3.30894401133948,7536,3.37333488588728,6239,3.30675600093218,1757,5.60147737355812,745,5.59541371158392,939,5.52525974025974,3876,5.46324071856287,2549,5.46367496807152,2607,5.44568370607029,"2015-06-02",11518,"Tuesday",4,6,2015,NA,NA,NA,NA,1,0,1
"654","d_1587",9346,3.30894401133948,8560,3.37333488588728,6900,3.30675600093218,1834,5.60147737355812,984,5.59541371158392,963,5.52525974025974,3823,5.46324071856287,2765,5.46367496807152,2815,5.44568370607029,"2015-06-03",11518,"Wednesday",5,6,2015,NA,NA,NA,NA,1,1,1
"655","d_1588",9651,3.30894401133948,6881,3.37333488588728,6265,3.30675600093218,1668,5.60147737355812,795,5.59541371158392,1064,5.52525974025974,3627,5.46324071856287,2405,5.46367496807152,2566,5.44568370607029,"2015-06-04",11518,"Thursday",6,6,2015,"NBAFinalsStart","Sporting",NA,NA,1,0,0
"656","d_1589",10729,3.30894401133948,8429,3.37333488588728,7577,3.30675600093218,1761,5.60147737355812,958,5.59541371158392,1071,5.52525974025974,3949,5.46324071856287,2557,5.46367496807152,2858,5.44568370607029,"2015-06-05",11518,"Friday",7,6,2015,NA,NA,NA,NA,1,1,1
"657","d_159",8436,3.11124783362218,4772,3.01536544850498,5714,3.10018059638807,1683,4.71268109125118,660,4.70231404958678,596,4.64562724014337,2246,5.5531146025878,1297,5.60411764705882,1198,5.5520132610006,"2011-07-06",11123,"Wednesday",5,7,2011,NA,NA,NA,NA,1,1,1
"658","d_1590",13134,3.31723772518545,9718,3.3743758733116,8654,3.30951060358891,2360,5.59944543034605,1170,5.59574468085106,1174,5.5263813459268,5308,5.46526467065868,2760,5.46313856960409,3229,5.44870926517572,"2015-06-06",11519,"Saturday",1,6,2015,NA,NA,NA,NA,1,1,1
"659","d_1591",14139,3.31723772518545,9107,3.3743758733116,9716,3.30951060358891,2101,5.59944543034605,994,5.59574468085106,1160,5.5263813459268,5079,5.46526467065868,2679,5.46313856960409,3451,5.44870926517572,"2015-06-07",11519,"Sunday",2,6,2015,NA,NA,NA,NA,1,1,0
"660","d_1592",11952,3.31723772518545,8330,3.3743758733116,7312,3.30951060358891,1721,5.59944543034605,801,5.59574468085106,926,5.5263813459268,4092,5.46526467065868,2119,5.46313856960409,2669,5.44870926517572,"2015-06-08",11519,"Monday",3,6,2015,NA,NA,NA,NA,1,0,1
"661","d_1593",11027,3.31723772518545,8474,3.3743758733116,7123,3.30951060358891,1508,5.59944543034605,804,5.59574468085106,872,5.5263813459268,3840,5.46526467065868,2011,5.46313856960409,2525,5.44870926517572,"2015-06-09",11519,"Tuesday",4,6,2015,NA,NA,NA,NA,1,1,1
"662","d_1594",10237,3.31723772518545,7045,3.3743758733116,6351,3.30951060358891,1718,5.59944543034605,675,5.59574468085106,916,5.5263813459268,3643,5.46526467065868,1988,5.46313856960409,2603,5.44870926517572,"2015-06-10",11519,"Wednesday",5,6,2015,NA,NA,NA,NA,1,0,0
"663","d_1595",9637,3.31723772518545,7722,3.3743758733116,7199,3.30951060358891,1532,5.59944543034605,688,5.59574468085106,946,5.5263813459268,3448,5.46526467065868,1965,5.46313856960409,2448,5.44870926517572,"2015-06-11",11519,"Thursday",6,6,2015,NA,NA,NA,NA,0,1,1
"664","d_1596",10598,3.31723772518545,9325,3.3743758733116,7270,3.30951060358891,1740,5.59944543034605,999,5.59574468085106,1158,5.5263813459268,3816,5.46526467065868,2628,5.46313856960409,2748,5.44870926517572,"2015-06-12",11519,"Friday",7,6,2015,NA,NA,NA,NA,0,1,1
"665","d_1597",12701,3.32125771741048,8271,3.37781555659059,8312,3.31137963178746,2051,5.59701863354037,1043,5.59708037825059,1130,5.52560212514758,5097,5.46417724550898,2864,5.46614623243934,3384,5.45402555910543,"2015-06-13",11520,"Saturday",1,6,2015,NA,NA,NA,NA,0,1,0
